Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Applicant_Age,Loan_Status
Female,Yes,1,Graduate,No,7800,2666,700,360,1.0,Urban,32,N
Female,Yes,0,Graduate,Yes,8064,0,700,360,1.0,Rural,35,N
Male,Yes,1,Graduate,No,7460,0,700,360,1.0,Rural,52,N
Male,Yes,0,Graduate,No,8130,4642,700,360,0.0,Urban,43,N
Male,Yes,2,Graduate,No,5964,0,700,360,1.0,Rural,55,N
Female,Yes,2,Graduate,Yes,6256,0,700,360,1.0,Semiurban,42,N
Male,No,1,Graduate,Yes,6529,0,700,360,1.0,Urban,31,N
Male,Yes,0,Not Graduate,No,6928,4437,700,240,1.0,Rural,21,N
Female,Yes,1,Graduate,No,6408,0,700,360,1.0,Urban,52,N
Female,Yes,2,Graduate,No,5824,3045,700,360,1.0,Rural,50,N
Male,No,0,Graduate,Yes,6094,3097,700,120,1.0,Rural,54,N
Female,Yes,0,Graduate,Yes,7145,4337,700,360,1.0,Semiurban,57,N
Male,Yes,3+,Graduate,No,7276,0,700,360,1.0,Rural,63,N
Male,Yes,0,Not Graduate,No,6372,2052,700,360,0.0,Urban,24,N
Female,No,0,Graduate,No,7553,0,700,360,1.0,Urban,60,N
Female,Yes,0,Graduate,No,8892,5350,700,120,1.0,Urban,24,N
Male,Yes,1,Graduate,No,4880,2648,700,360,1.0,Urban,46,N
Male,Yes,3+,Not Graduate,No,7305,2730,700,120,1.0,Rural,64,N
Male,Yes,1,Not Graduate,No,7923,0,700,120,1.0,Urban,29,N
Male,Yes,0,Graduate,No,9194,0,700,360,1.0,Rural,63,N
Male,Yes,1,Graduate,No,4750,3194,700,360,1.0,Semiurban,24,N
Male,No,1,Graduate,No,9407,3289,700,240,1.0,Urban,44,N
Male,Yes,1,Not Graduate,No,4213,4987,700,360,1.0,Semiurban,51,N
Female,Yes,0,Graduate,No,7593,0,700,360,1.0,Semiurban,32,N
Female,Yes,1,Graduate,No,7194,0,700,360,1.0,Semiurban,28,N
Female,Yes,0,Graduate,Yes,6919,3498,700,360,1.0,Semiurban,45,N
Male,Yes,0,Graduate,No,5099,2537,700,360,1.0,Rural,23,N
Female,No,1,Graduate,No,5516,1556,700,360,1.0,Urban,26,N
Female,No,3+,Graduate,No,7014,2264,700,360,1.0,Semiurban,55,N
Female,Yes,0,Graduate,No,7457,2142,700,180,1.0,Semiurban,42,N
Female,Yes,3+,Graduate,No,13222,0,700,360,1.0,Urban,27,Y
Female,Yes,0,Not Graduate,No,7376,0,700,240,1.0,Rural,56,N
Male,No,2,Not Graduate,No,7130,2993,700,360,1.0,Semiurban,53,N
Male,No,0,Graduate,No,8846,3623,700,360,1.0,Urban,51,Y
Female,No,0,Not Graduate,Yes,6256,2994,700,360,1.0,Semiurban,56,N
Female,No,1,Graduate,No,7038,0,700,360,1.0,Rural,46,N
Female,Yes,1,Graduate,No,8331,2412,700,360,0.0,Semiurban,57,N
Male,Yes,2,Graduate,No,9881,1820,700,360,0.0,Semiurban,38,N
Male,No,1,Graduate,No,8161,0,700,360,1.0,Semiurban,52,N
Male,Yes,1,Not Graduate,No,8604,3206,700,360,0.0,Semiurban,31,N
Female,Yes,3+,Not Graduate,No,6740,4018,700,360,1.0,Semiurban,47,N
Male,Yes,0,Graduate,No,5483,4814,700,360,1.0,Semiurban,35,N
Male,Yes,0,Graduate,No,6579,4373,700,360,1.0,Semiurban,56,N
Male,Yes,0,Not Graduate,Yes,8658,3708,700,360,1.0,Urban,54,N
Male,Yes,0,Graduate,No,4045,2261,700,240,1.0,Rural,59,N
Female,No,2,Graduate,No,8315,4938,700,360,1.0,Urban,49,Y
Female,Yes,0,Graduate,No,7966,0,700,360,1.0,Rural,44,N
Female,Yes,0,Not Graduate,No,10704,2386,700,240,1.0,Semiurban,24,N
Male,No,0,Graduate,No,7261,4601,700,360,1.0,Rural,48,N
Female,Yes,1,Graduate,No,6213,5798,700,360,1.0,Rural,46,Y
Male,Yes,0,Graduate,No,5760,0,700,360,1.0,Rural,39,N
Female,Yes,0,Graduate,No,6705,3881,700,360,1.0,Semiurban,46,N
Male,Yes,1,Graduate,No,7446,2073,700,360,0.0,Urban,26,N
Male,Yes,2,Graduate,No,4221,0,700,360,0.0,Rural,61,N
Female,No,0,Not Graduate,No,6318,0,700,180,0.0,Rural,55,N
Female,Yes,1,Graduate,No,7672,3256,700,360,1.0,Urban,64,N
Male,Yes,0,Not Graduate,No,8878,2553,700,360,0.0,Semiurban,38,N
Female,Yes,3+,Not Graduate,No,6933,0,700,360,1.0,Rural,37,N
Male,Yes,0,Graduate,No,4533,0,700,180,1.0,Rural,64,N
Male,No,3+,Graduate,Yes,7616,2568,700,240,1.0,Rural,46,N
Male,Yes,3+,Graduate,No,6528,0,700,360,0.0,Semiurban,51,N
Male,Yes,2,Graduate,No,5455,0,700,360,1.0,Urban,45,N
Male,No,0,Graduate,No,6540,3241,700,360,1.0,Urban,26,N
Male,Yes,1,Graduate,No,5176,0,700,360,1.0,Rural,27,N
Male,No,0,Graduate,No,5755,0,700,360,0.0,Rural,32,N
Female,Yes,3+,Graduate,No,7439,1921,700,360,0.0,Rural,32,N
Male,Yes,2,Graduate,No,6323,2623,700,360,1.0,Semiurban,47,N
Female,No,3+,Graduate,No,7480,4716,700,360,1.0,Semiurban,28,N
Male,No,1,Not Graduate,No,8445,2579,700,360,1.0,Semiurban,52,N
Female,Yes,1,Graduate,No,5114,3450,700,360,1.0,Rural,31,N
Male,Yes,1,Graduate,No,5669,0,700,360,1.0,Semiurban,41,N
Male,Yes,0,Graduate,No,7011,2061,700,360,1.0,Semiurban,63,N
Male,Yes,0,Graduate,No,6171,4282,700,360,1.0,Semiurban,63,N
Male,No,1,Graduate,No,4132,0,700,360,1.0,Rural,51,N
Male,Yes,3+,Graduate,No,9314,4460,700,180,1.0,Semiurban,38,N
Female,Yes,1,Graduate,No,5987,0,700,360,1.0,Semiurban,58,N
Female,No,3+,Graduate,No,4644,0,700,360,1.0,Urban,36,N
Female,Yes,3+,Graduate,No,6403,4120,700,360,1.0,Urban,56,N
Female,Yes,1,Graduate,No,5521,2989,700,360,1.0,Semiurban,55,N
Male,No,0,Graduate,No,7094,0,700,240,1.0,Rural,47,N
Male,No,1,Graduate,No,5677,4866,700,360,0.0,Rural,52,N
Male,No,0,Graduate,No,4326,0,700,360,1.0,Urban,52,N
Male,Yes,0,Graduate,No,8950,0,700,360,1.0,Urban,42,N
Male,No,0,Graduate,No,6862,4439,700,360,0.0,Rural,46,N
Male,Yes,3+,Graduate,No,9700,4662,700,120,1.0,Rural,47,N
Male,Yes,0,Graduate,No,8908,5270,700,360,1.0,Urban,61,N
Male,No,1,Graduate,No,7657,3072,700,360,0.0,Urban,30,N
Female,Yes,2,Graduate,Yes,4376,3048,700,360,1.0,Urban,25,N
Female,No,1,Graduate,No,9646,0,700,360,1.0,Semiurban,62,N
Male,Yes,1,Graduate,No,8208,0,700,180,1.0,Semiurban,51,N
Female,Yes,2,Graduate,No,8897,0,700,120,0.0,Semiurban,26,N
Female,No,0,Graduate,No,5109,2134,700,240,1.0,Urban,25,N
Male,Yes,0,Not Graduate,No,4657,5975,700,240,1.0,Urban,59,N
Male,Yes,3+,Not Graduate,No,5825,3594,700,360,0.0,Semiurban,48,N
Male,Yes,0,Graduate,No,6010,3036,700,360,0.0,Urban,44,N
Female,No,1,Graduate,No,8280,0,700,360,1.0,Urban,42,N
Female,Yes,1,Graduate,No,5271,0,700,360,1.0,Urban,53,N
Male,Yes,0,Not Graduate,No,7835,3212,700,240,0.0,Urban,49,N
Male,Yes,3+,Not Graduate,No,6979,3443,700,360,1.0,Semiurban,23,N
Male,No,2,Graduate,No,8376,3825,700,360,0.0,Semiurban,47,N
Male,No,0,Graduate,No,7401,0,700,360,1.0,Urban,37,N
Male,No,3+,Graduate,No,7133,0,700,360,1.0,Semiurban,61,N
Female,Yes,2,Not Graduate,Yes,5094,0,700,360,1.0,Semiurban,44,N
Female,Yes,0,Graduate,No,6093,3036,700,360,1.0,Semiurban,23,N
Female,Yes,1,Graduate,No,4753,2362,700,120,1.0,Urban,31,N
Female,Yes,0,Graduate,No,6278,2527,700,360,0.0,Rural,40,N
Female,Yes,1,Graduate,No,6922,3726,700,360,1.0,Urban,28,N
Male,No,0,Graduate,No,12153,2651,700,240,1.0,Rural,31,N
Female,No,1,Graduate,No,6284,0,700,360,1.0,Semiurban,31,N
Male,Yes,1,Graduate,Yes,4789,3248,700,360,0.0,Semiurban,57,N
Female,Yes,3+,Graduate,No,8687,2439,700,120,1.0,Urban,57,N
Male,No,2,Not Graduate,No,6593,5853,700,360,1.0,Semiurban,49,N
Female,Yes,0,Graduate,No,9529,3807,700,360,1.0,Rural,53,Y
Male,Yes,3+,Graduate,No,6896,2057,700,180,1.0,Rural,41,N
Male,Yes,1,Graduate,No,8201,3421,700,360,1.0,Rural,27,N
Male,Yes,1,Graduate,No,6390,0,700,360,1.0,Urban,21,N
Male,No,0,Graduate,No,6104,3779,700,360,1.0,Rural,61,N
Female,Yes,3+,Graduate,No,6794,0,700,360,1.0,Rural,60,N
Female,Yes,3+,Graduate,No,10195,0,700,360,0.0,Urban,43,N
Male,Yes,2,Graduate,No,6177,0,700,360,1.0,Semiurban,54,N
Male,No,3+,Graduate,No,7124,0,700,240,1.0,Semiurban,36,N
Male,Yes,0,Graduate,No,8764,4854,700,360,0.0,Rural,53,N
Male,Yes,3+,Graduate,No,6522,1939,700,360,1.0,Semiurban,35,N
Male,No,0,Not Graduate,No,6412,3366,700,360,0.0,Semiurban,26,N
Female,No,0,Graduate,Yes,5351,3067,700,360,1.0,Semiurban,64,N
Male,No,1,Graduate,No,7013,0,700,360,1.0,Rural,55,N
Male,No,1,Graduate,No,6729,3733,700,360,1.0,Urban,55,Y
Male,Yes,0,Graduate,No,4829,0,700,360,0.0,Urban,25,N
Male,Yes,0,Graduate,Yes,9162,2428,700,360,1.0,Rural,64,N
Male,Yes,0,Graduate,No,6948,2494,700,360,1.0,Urban,55,N
Female,Yes,0,Graduate,No,5826,0,700,360,1.0,Semiurban,47,N
Male,No,0,Graduate,No,6605,3432,700,360,1.0,Urban,29,N
Male,No,0,Not Graduate,No,9482,1794,700,240,0.0,Semiurban,64,N
Male,No,0,Graduate,Yes,3573,3313,700,360,1.0,Rural,33,N
Male,Yes,3+,Graduate,No,5335,0,700,240,1.0,Rural,36,N
Male,No,2,Graduate,Yes,6040,4163,700,180,1.0,Semiurban,42,N
Female,No,0,Graduate,No,5300,0,700,360,1.0,Urban,62,N
Female,Yes,3+,Graduate,No,7926,0,700,360,1.0,Urban,38,N
Male,No,1,Graduate,No,3993,4014,700,360,1.0,Semiurban,49,N
Male,Yes,0,Graduate,No,5629,0,700,180,1.0,Semiurban,51,N
Male,Yes,0,Not Graduate,Yes,8904,3502,700,360,1.0,Urban,41,N
Male,No,0,Graduate,No,8700,0,700,360,0.0,Rural,39,N
Female,No,0,Graduate,No,4731,0,700,360,1.0,Semiurban,60,N
Female,Yes,0,Graduate,No,4013,0,700,360,1.0,Semiurban,56,N
Male,Yes,1,Graduate,No,7207,0,700,360,1.0,Rural,53,N
Male,No,1,Graduate,No,9451,0,700,360,1.0,Urban,57,N
Male,No,2,Graduate,Yes,8540,4868,700,360,1.0,Urban,63,N
Female,No,0,Not Graduate,No,9842,0,700,120,1.0,Rural,31,N
Female,Yes,2,Graduate,No,7173,0,700,360,1.0,Rural,35,N
Male,Yes,1,Graduate,No,7269,0,700,360,1.0,Urban,40,N
Male,Yes,3+,Graduate,No,10834,0,700,360,0.0,Urban,49,N
Female,Yes,0,Graduate,No,5353,3536,700,240,1.0,Rural,49,N
Male,Yes,3+,Graduate,Yes,9458,2442,700,240,1.0,Urban,28,N
Male,Yes,2,Graduate,No,8100,5028,700,360,1.0,Urban,48,N
Male,Yes,1,Graduate,No,5891,2552,700,360,1.0,Rural,39,N
Female,Yes,1,Graduate,No,5543,0,700,360,1.0,Semiurban,52,N
Male,No,0,Not Graduate,No,4520,5068,700,360,1.0,Urban,39,N
Male,Yes,3+,Graduate,Yes,5752,0,700,360,0.0,Rural,21,N
Female,Yes,0,Not Graduate,Yes,7738,5616,700,360,1.0,Semiurban,42,N
Male,Yes,1,Graduate,No,5772,0,700,180,1.0,Rural,36,N
Male,Yes,0,Graduate,No,9814,2621,700,360,0.0,Rural,39,N
Male,Yes,0,Graduate,No,8701,2536,700,360,1.0,Semiurban,49,N
Male,No,1,Graduate,No,4761,0,700,240,1.0,Rural,39,N
Female,No,3+,Graduate,No,6836,3083,700,240,0.0,Semiurban,55,N
Male,Yes,0,Graduate,No,6527,2706,700,360,1.0,Urban,43,N
Male,Yes,3+,Graduate,No,7991,0,700,360,1.0,Urban,61,N
Male,Yes,1,Graduate,No,7217,3356,700,360,1.0,Urban,24,N
Female,No,0,Graduate,No,3588,0,700,360,1.0,Semiurban,31,N
Female,Yes,0,Graduate,No,5811,0,700,240,1.0,Semiurban,43,N
Male,Yes,2,Graduate,No,4486,3529,700,360,1.0,Urban,27,N
Male,No,0,Graduate,No,5729,0,700,360,0.0,Semiurban,43,N
Female,No,0,Graduate,No,5117,2315,700,360,1.0,Rural,47,N
Male,No,0,Graduate,Yes,7631,3960,700,360,0.0,Semiurban,23,N
Female,No,0,Graduate,No,8609,2146,700,360,1.0,Semiurban,25,N
Female,No,2,Not Graduate,No,5715,0,700,360,1.0,Semiurban,59,N
Female,Yes,0,Graduate,No,9518,4627,700,360,1.0,Urban,22,Y
Male,Yes,0,Graduate,No,5768,1551,700,180,1.0,Urban,62,N
Male,No,0,Graduate,No,6276,2010,700,360,1.0,Urban,52,N
Female,No,0,Not Graduate,No,6111,0,700,360,1.0,Semiurban,52,N
Male,No,0,Graduate,No,6604,5582,700,360,1.0,Rural,30,Y
Male,Yes,1,Not Graduate,No,7752,4047,700,360,1.0,Semiurban,38,N
Female,Yes,1,Graduate,No,10516,3689,700,360,1.0,Urban,57,N
Female,Yes,0,Graduate,No,5522,2995,700,360,1.0,Urban,24,N
Male,Yes,0,Graduate,No,7394,5218,700,360,1.0,Urban,55,N
Male,Yes,0,Graduate,No,3476,0,700,360,0.0,Urban,63,N
Male,No,0,Graduate,No,8559,0,700,180,1.0,Rural,31,N
Female,Yes,1,Graduate,No,4487,1719,700,360,0.0,Semiurban,42,N
Female,No,0,Graduate,No,9341,4382,700,180,1.0,Urban,39,N
Male,No,0,Graduate,No,8463,0,700,360,0.0,Semiurban,63,N
Male,Yes,2,Graduate,No,4663,0,700,180,1.0,Semiurban,48,N
Female,Yes,0,Graduate,No,7658,0,700,360,1.0,Semiurban,21,N
Male,Yes,1,Graduate,Yes,5912,0,700,360,1.0,Semiurban,38,N
Male,No,1,Graduate,No,9374,3805,700,360,1.0,Urban,45,N
Female,No,0,Graduate,No,8965,0,700,360,1.0,Semiurban,64,N
Male,No,2,Graduate,No,7225,0,700,360,0.0,Urban,51,N
Female,No,1,Graduate,No,6411,0,700,360,1.0,Urban,54,N
Male,Yes,0,Graduate,No,7850,2763,700,360,1.0,Urban,47,N
Male,No,1,Not Graduate,No,7417,3424,700,240,1.0,Rural,61,N
Female,No,2,Graduate,No,10980,0,700,360,1.0,Rural,42,N
Male,No,3+,Graduate,No,3280,0,700,360,1.0,Urban,60,N
Female,Yes,1,Graduate,No,7941,3338,700,360,1.0,Semiurban,60,Y
Male,No,3+,Graduate,No,4895,4926,700,360,1.0,Semiurban,33,N
Male,Yes,0,Graduate,No,7892,2927,700,360,1.0,Semiurban,39,Y
Male,No,1,Not Graduate,No,8862,0,700,360,1.0,Rural,45,N
Male,Yes,0,Not Graduate,No,8423,2032,700,360,1.0,Rural,55,N
Male,Yes,0,Graduate,No,6378,2351,700,360,1.0,Semiurban,41,N
Male,Yes,1,Graduate,No,6652,0,700,360,1.0,Urban,22,N
Male,Yes,2,Not Graduate,No,8558,3290,700,360,1.0,Rural,36,N
Male,Yes,0,Graduate,Yes,7072,2532,700,360,1.0,Urban,41,N
Female,No,1,Graduate,No,9169,3413,700,180,1.0,Semiurban,39,N
Female,Yes,0,Graduate,Yes,6572,0,700,360,1.0,Semiurban,42,N
Female,Yes,0,Graduate,Yes,7040,3723,700,360,1.0,Semiurban,22,N
Male,Yes,0,Not Graduate,No,7659,3881,700,360,1.0,Urban,43,N
Male,Yes,0,Graduate,No,4990,0,700,360,1.0,Rural,40,N
Female,Yes,0,Graduate,No,7737,0,700,360,1.0,Urban,44,N
Male,Yes,1,Not Graduate,No,6804,0,700,360,1.0,Rural,47,N
Male,Yes,0,Graduate,No,8183,0,700,240,1.0,Semiurban,30,N
Female,No,0,Not Graduate,No,7634,6467,700,360,1.0,Semiurban,37,Y
Female,Yes,1,Graduate,No,5973,0,700,180,0.0,Semiurban,22,N
Male,Yes,1,Graduate,No,4276,3155,700,360,1.0,Semiurban,58,N
Male,Yes,0,Graduate,No,5197,4581,700,240,1.0,Urban,51,N
Female,No,0,Graduate,Yes,7518,0,700,120,1.0,Semiurban,57,N
Male,Yes,0,Graduate,No,8166,4046,700,360,1.0,Semiurban,50,N
Female,Yes,2,Graduate,No,6666,0,700,360,1.0,Rural,37,N
Female,Yes,3+,Not Graduate,No,8496,3123,700,360,1.0,Semiurban,57,N
Female,Yes,2,Not Graduate,No,8554,0,700,360,1.0,Semiurban,41,N
Male,Yes,0,Graduate,No,6816,3739,700,360,1.0,Rural,39,N
Male,Yes,1,Not Graduate,No,9662,2017,700,360,1.0,Semiurban,44,N
Female,Yes,0,Not Graduate,No,6983,2192,700,180,1.0,Urban,38,N
Female,Yes,0,Graduate,No,5171,4201,700,360,0.0,Semiurban,30,N
Female,Yes,0,Graduate,No,7649,4544,700,120,1.0,Rural,23,N
Male,No,2,Not Graduate,No,8376,0,700,240,1.0,Rural,40,N
Male,No,1,Graduate,No,9804,0,700,360,1.0,Rural,37,N
Female,Yes,1,Graduate,No,6177,0,700,360,1.0,Semiurban,37,N
Female,Yes,1,Graduate,No,7490,0,700,360,1.0,Rural,64,N
Female,No,0,Graduate,Yes,5148,2466,700,360,1.0,Rural,25,N
Female,No,0,Not Graduate,Yes,6451,0,700,360,1.0,Semiurban,36,N
Male,Yes,1,Graduate,No,5075,0,700,360,1.0,Semiurban,21,N
Female,No,1,Not Graduate,No,7770,0,700,360,1.0,Rural,60,N
Female,Yes,2,Graduate,No,6946,4552,700,360,0.0,Urban,60,N
Male,Yes,0,Graduate,No,6228,0,700,360,1.0,Semiurban,40,N
Female,Yes,2,Graduate,No,5767,2924,700,360,1.0,Semiurban,22,N
Male,Yes,0,Graduate,No,7988,3388,700,360,1.0,Semiurban,24,N
Male,Yes,1,Graduate,No,6845,0,700,360,1.0,Urban,56,N
Female,Yes,0,Not Graduate,Yes,6380,0,700,360,1.0,Semiurban,51,N
Male,No,3+,Graduate,No,6618,0,700,360,1.0,Semiurban,57,N
Male,Yes,0,Not Graduate,No,4800,0,700,360,1.0,Semiurban,30,N
Male,Yes,1,Graduate,No,8431,2984,700,360,1.0,Semiurban,43,Y
Male,Yes,1,Graduate,No,7992,4385,700,360,1.0,Semiurban,60,N
Male,Yes,0,Graduate,No,4366,0,700,120,1.0,Rural,34,N
Male,Yes,0,Graduate,No,4811,7505,700,360,1.0,Rural,25,Y
Female,No,2,Graduate,No,10929,4131,700,360,0.0,Urban,46,N
Male,Yes,0,Graduate,No,6268,3906,700,240,1.0,Urban,46,N
Male,Yes,0,Graduate,No,5348,3640,700,360,1.0,Urban,44,N
Male,No,3+,Graduate,No,7900,2061,700,180,1.0,Semiurban,29,N
Female,Yes,2,Graduate,Yes,5626,2900,700,360,1.0,Semiurban,53,N
Male,No,0,Graduate,No,7206,3592,700,180,0.0,Rural,53,N
Female,Yes,1,Graduate,No,10174,3383,700,360,0.0,Semiurban,41,N
Female,Yes,1,Graduate,No,6319,3124,700,360,1.0,Urban,63,N
Female,Yes,2,Not Graduate,No,4985,0,700,360,1.0,Urban,32,N
Male,Yes,2,Not Graduate,No,10386,3181,700,360,1.0,Rural,39,N
Female,Yes,2,Graduate,No,6018,2492,700,240,0.0,Semiurban,44,N
Male,No,0,Graduate,No,4921,2111,700,360,0.0,Semiurban,35,N
Female,No,1,Graduate,No,5043,4199,700,360,1.0,Rural,51,N
Female,No,0,Graduate,Yes,8080,0,700,120,1.0,Semiurban,28,N
Male,No,0,Graduate,No,5254,5414,700,360,1.0,Urban,27,N
Male,Yes,2,Graduate,No,9548,4541,700,360,1.0,Urban,59,N
Male,Yes,0,Graduate,No,10031,0,700,360,0.0,Urban,60,N
Female,Yes,1,Graduate,No,7397,3909,700,360,1.0,Rural,26,N
Male,No,2,Graduate,Yes,7093,0,700,360,0.0,Semiurban,46,N
Male,Yes,0,Graduate,No,5935,3066,700,360,1.0,Semiurban,21,N
Male,Yes,0,Not Graduate,No,8469,1925,700,360,1.0,Urban,61,N
Female,No,2,Not Graduate,Yes,6942,3701,700,360,1.0,Semiurban,30,N
Female,Yes,3+,Not Graduate,No,6262,4439,700,360,1.0,Rural,35,N
Female,Yes,2,Graduate,No,4965,0,700,360,1.0,Urban,21,N
Female,Yes,1,Graduate,No,8948,2714,700,360,1.0,Rural,54,N
Male,Yes,0,Graduate,No,10725,0,700,360,1.0,Rural,47,N
Male,No,0,Graduate,No,4976,5093,700,240,1.0,Urban,57,N
Female,No,1,Graduate,No,6422,3486,700,360,1.0,Semiurban,47,N
Male,Yes,0,Not Graduate,Yes,8232,5046,700,360,1.0,Semiurban,45,N
Male,Yes,3+,Not Graduate,No,9388,0,700,360,1.0,Rural,41,N
Male,No,0,Not Graduate,No,6475,1928,700,360,1.0,Semiurban,23,N
Male,Yes,1,Graduate,Yes,7047,1686,700,360,1.0,Rural,39,N
Male,Yes,2,Graduate,No,5267,2896,700,360,0.0,Urban,62,N
Female,No,2,Graduate,No,5726,2352,700,360,0.0,Urban,51,N
Male,No,1,Not Graduate,No,9558,0,700,360,1.0,Urban,55,N
Male,Yes,3+,Graduate,Yes,5685,0,700,360,1.0,Rural,25,N
Male,Yes,3+,Graduate,No,7816,3969,700,360,1.0,Semiurban,25,N
Female,No,3+,Graduate,No,5526,0,700,360,1.0,Urban,41,N
Male,No,2,Graduate,No,8229,4769,700,360,1.0,Urban,61,N
Female,No,2,Graduate,No,8294,0,700,240,0.0,Urban,37,N
Female,Yes,1,Not Graduate,No,7300,2882,700,360,1.0,Urban,64,N
Male,No,0,Graduate,No,5250,2308,700,360,1.0,Urban,62,N
Female,Yes,0,Graduate,Yes,3911,6097,700,360,1.0,Rural,47,N
Female,No,0,Graduate,No,7382,3452,700,180,0.0,Semiurban,55,N
Female,Yes,0,Graduate,No,8664,2853,700,120,0.0,Semiurban,47,N
Female,Yes,0,Graduate,No,10943,1726,700,360,1.0,Urban,33,N
Male,No,0,Graduate,No,9153,1702,700,360,1.0,Rural,43,N
Male,Yes,3+,Graduate,No,7247,0,700,360,1.0,Urban,64,N
Male,Yes,2,Not Graduate,Yes,8020,0,700,240,1.0,Urban,25,N
Male,No,0,Graduate,No,4028,3510,700,120,1.0,Urban,30,N
Female,Yes,0,Graduate,No,9188,0,700,360,1.0,Rural,31,N
Male,No,2,Not Graduate,No,5875,0,700,360,1.0,Urban,22,N
Female,Yes,2,Not Graduate,No,6050,0,700,360,1.0,Rural,42,N
Female,Yes,3+,Graduate,No,8708,3968,700,360,1.0,Semiurban,58,N
Female,No,3+,Not Graduate,No,6502,0,700,360,0.0,Rural,42,N
Female,Yes,3+,Graduate,Yes,6742,3099,700,360,0.0,Semiurban,49,N
Male,No,0,Graduate,Yes,6734,0,700,360,1.0,Semiurban,30,N
Male,Yes,0,Graduate,Yes,7722,0,700,360,1.0,Urban,62,N
Male,No,2,Graduate,No,4586,0,700,360,1.0,Semiurban,64,N
Male,Yes,0,Graduate,No,8556,6494,700,360,1.0,Urban,51,Y
Male,Yes,2,Graduate,No,7160,0,700,360,1.0,Urban,41,N
Male,No,1,Graduate,No,6334,3096,700,240,1.0,Urban,54,N
Female,Yes,2,Graduate,No,7638,2766,700,360,1.0,Urban,60,N
Male,No,0,Graduate,No,6247,0,700,360,1.0,Rural,54,N
Male,No,1,Not Graduate,No,7235,2086,700,360,1.0,Semiurban,53,N
Female,No,1,Graduate,No,6735,2791,700,360,1.0,Rural,59,N
Male,No,3+,Graduate,No,5881,3728,700,360,1.0,Rural,24,N
Male,Yes,0,Not Graduate,No,6896,3336,700,360,0.0,Semiurban,37,N
Female,Yes,3+,Graduate,Yes,7835,2488,700,360,1.0,Semiurban,31,N
Female,Yes,2,Graduate,No,5068,5414,700,360,0.0,Semiurban,31,N
Female,Yes,2,Graduate,Yes,5959,3105,700,240,1.0,Urban,64,N
Male,Yes,2,Graduate,No,8216,1689,700,240,1.0,Semiurban,49,N
Female,Yes,1,Graduate,No,9157,5709,700,120,1.0,Urban,48,N
Female,Yes,0,Not Graduate,No,5800,3928,700,360,1.0,Rural,37,N
Male,Yes,0,Graduate,Yes,5023,4497,700,360,1.0,Urban,52,N
Female,Yes,3+,Graduate,No,4388,3789,700,360,1.0,Rural,30,N
Female,No,2,Graduate,Yes,5196,0,700,240,1.0,Rural,47,N
Male,Yes,0,Graduate,No,7355,3996,700,360,1.0,Semiurban,26,Y
Male,Yes,1,Graduate,No,7483,0,700,360,1.0,Semiurban,27,N
Female,No,0,Not Graduate,No,5987,2431,700,240,1.0,Urban,30,N
Female,Yes,0,Graduate,No,8633,0,700,360,1.0,Semiurban,54,N
Male,No,1,Graduate,No,6545,4161,700,360,1.0,Semiurban,35,N
Female,Yes,0,Graduate,No,5947,0,700,360,1.0,Urban,56,N
Male,Yes,0,Graduate,No,9470,0,700,360,0.0,Urban,40,N
Male,No,0,Not Graduate,Yes,5503,0,700,240,0.0,Rural,62,N
Male,No,1,Not Graduate,No,5534,3923,700,360,1.0,Semiurban,48,N
Female,Yes,0,Graduate,No,5374,0,700,360,1.0,Urban,37,N
Female,No,0,Graduate,Yes,10796,4787,700,360,1.0,Semiurban,40,Y
Male,Yes,0,Graduate,No,7820,5792,700,360,1.0,Semiurban,23,N
Male,Yes,0,Graduate,No,10620,5888,700,360,1.0,Semiurban,41,Y
Male,Yes,0,Not Graduate,No,6062,3770,700,360,1.0,Rural,37,N
Female,Yes,0,Graduate,No,9625,2221,700,360,1.0,Rural,23,N
Female,Yes,0,Graduate,No,7027,2851,700,360,0.0,Urban,21,N
Female,No,2,Graduate,No,7168,2887,700,360,1.0,Semiurban,36,Y
Female,Yes,0,Graduate,Yes,9815,0,700,360,1.0,Semiurban,50,N
Female,Yes,0,Graduate,No,6927,0,700,180,0.0,Rural,52,N
Male,Yes,0,Graduate,No,5432,2896,700,360,1.0,Semiurban,29,N
Male,No,0,Graduate,Yes,6492,2880,700,360,1.0,Semiurban,39,N
Male,No,2,Graduate,Yes,6289,3267,700,240,1.0,Urban,37,N
Female,No,0,Graduate,No,4988,0,700,360,1.0,Urban,64,N
Female,No,0,Graduate,No,6650,2342,700,360,1.0,Rural,34,N
Male,No,0,Graduate,No,4221,5783,700,240,1.0,Semiurban,37,N
Female,No,1,Graduate,No,4978,6001,700,360,1.0,Rural,37,Y
Male,No,0,Graduate,No,6765,3739,700,180,1.0,Semiurban,21,N
Male,Yes,1,Graduate,No,5730,4093,700,360,1.0,Semiurban,39,N
Female,Yes,0,Graduate,No,6438,0,700,360,1.0,Rural,39,N
Female,Yes,0,Graduate,No,7782,0,700,360,1.0,Rural,47,N
Female,Yes,1,Graduate,No,8382,0,700,360,1.0,Semiurban,49,N
Male,Yes,2,Graduate,No,6787,4057,700,360,1.0,Urban,48,N
Male,Yes,1,Graduate,No,6960,2052,700,120,1.0,Rural,28,N
